2,5,100,درجه الصوت ولاخراج العلامات بتسلسل يستطيع معه العازف اخراج العلامات الموسيقيه لاخراج اللحن المطلوب .
2,6,61,والثقب الخلفي يسد بالابهام ويستخدم لاظهار جواب العلامه الدنيا
2,6,6, التي 
2,6,17,تظهر في البدايه .
2,7,6,وتحتاج
2,7,5, هذه 
2,7,5,الاله
2,7,5, الي 
2,7,11,براعه شديده
2,7,5, حيث 
2,7,12,لها تقنيات .
2,8,29,التقنيه الاولي هي طريقه النفخ
2,8,5, حيث 
2,8,22,ان اخراج الصوت الطبيعي
2,8,6, منها 
2,8,53,هي اول صعوبه يجب التغلب عليها لمن اراد التعلم عليها .
2,9,69,لذلك ينصح عاده بان يتمرن من يريد التعلم بالتدريب علي اخراج الصوت اولا
2,9,5, ومن 
2,9,15,ثم عندما يستطيع
2,9,5, ذلك 
2,9,54,يبدا بالتعلم علي اخراج الدرجات الصوتيه تمرين الاصابع .
2,10,67,والعازف الخبير يستطيع بتغيير طريقه النفخ التلاعب بهذه الاله الخطيره
2,10,5, حيث 
2,10,21,يستطيع العازف المتمكن
2,10,4, ان 
2,10,29,يخرج اكثر من سبع علامات صحيحه
2,10,4, او 
2,10,84,حتي اكتر من اوكتاف ديوان فالاله تنتج اصوات صحيحه تماما وبالتالي يستطيع العازف الخبير
2,10,4, ان 
2,10,28,ينتج اصوات اخفض اصوات اعلي .
2,11,66,التقنيه الثانيه هي اماله الشبابه باكثر من زاويه لاخراج اصوات معينه
2,11,4, او 
2,11,11,ربع التون .
2,12,15,التقنيه الثالثه
2,12,5, وهي 
2,12,15,طريقه سد الثقوب
2,12,6, بحيث 
2,12,21,ينتج الاصوات المطلوبه
2,12,4, او 
2,12,58,سد الثقوب بطريقه معينه لانتاج ربع التون العلامات الشرقيه .
2,13,46,واله الناي اله اساسيه في التخت الشرقي التقليدي
2,13,5, حيث 
2,13,17,ان صوتها قريب جدا
2,13,5, الي 
2,13,15,الاذن البشريه .
2,14,57,وقد اعتاد اخواننا المصريين اضافه عده الات تشبهها بالطريقه
2,14,4, مع 
2,14,21,الاختلاف بطبيعه الصوت
2,14,7, ومنها 
2,14,26,اله الكوله ولكنهم لم يلغوا
2,14,5, هذه 
2,14,15,الاله العظيمه .
2,15,4,عيوب
2,15,5, هذه 
2,15,18,الاله كثيره ابرزها
2,15,4, ان 
2,15,47,صوتها ليس ثابتا لذلك تعتمد كثيرا علي اذن العازف
2,15,6, الذي 
2,15,3,يجب
2,15,4, ان 
2,15,31,يكون بارعا وذو اذن صافيه ممتازه
2,15,5, حتي 
2,15,19,تؤدي دورها الصحيح .
2,16,13,والعيب الثاني
2,16,4, ان 
2,16,23,لكل ناي درجه صوتيه يبدا
2,16,6, منها 
2,16,9,ولذلك تجد
2,16,4, ان 
2,16,11,العازف عاده
2,16,4, ما 
2,16,22,يملك اكثر من ناي وعاده
2,16,4, ما 
2,16,14,يكون عددها سبع
2,16,5, وان 
2,16,40,كان بعض العازفين المهره جدا يكتفون باربع
2,16,4, او 
2,16,40,ثلاث قصبات ويتحايلون علي بقيه المقامات .
3,1,64,العود هي اله موسيقيه شرقيه وتريه تاريخها موغل بالقدم يرجعه البعض
3,1,5, الي 
3,1,5,نوح .
3,2,40,تعني كلمه العود في اللغه العربيه الخشب .
3,3,53,فالعود من الالات الوتريه العربيه له خمسه اوتار ثنائيه
3,3,4, او 
3,3,17,يمكن ربط وتر سادس
3,3,5, الي 
3,3,55,العود يغطي مجاله الصوتي حوالي الاوكتافين نصف الاوكتاف .
3,4,57,الادبيات الشرقيهالموسيقيه كلها تظهر وتؤكد علي استخدام نوع
3,4,4, او 
3,4,17,اكثر من الاعواد .
3,5,65,يعتبر العود اله رئيسيه في التخت الموسيقي الشرقي في التاريخ الحديث
3,5,6, هناك 
3,5,47,اكثر من دوله عربيه تدعي تفوقها في صناعه الاعواد
3,5,6, ولكن 
3,5,5,بغداد
3,5,5, لها 
3,5,8,السبق في
3,5,5, ذلك 
3,5,9,ففي بغداد
3,5,6, هناك 
3,5,48,اكثر من حرفي يفوم بصنعها وبذلك غدا العود العراقي
3,5,4, ذا 
3,5,74,سمعه عالميه جعلت كبار الملحنين والمطربين في العالم العربي يفضلونه علي غيره
3,5,5, ومن 
3,5,50,احد صناع العود المحدثين في العراق سمير رشيد العواد
3,5,6, الذي 
3,5,52,يتسابق الفنانون العرب للحصول علي احد الاعواد من صنعه
3,5,5, مثل 
3,5,151,المطرب الكويتي نبيل شعيل والمطرب اللبناني الكبير وديع الصافي والمطرب العراقي المشهور كاظم الساهر والمطرب مهند محسن والمطرب ياس خضر والموسيقار منير بشير
4,1,78,الخطاط الكويتي فريد العلي يعرض مجموعه محمديات بدعوه من جمعيه العلوم الاجتماعيه
4,1,6, وتحت 
4,1,145,رعايه عميد كليه العلوم الاجتماعيه الدكتور علي الطراح افتتحت الدكتوره ناديه الحمدان رئيس مكتب التوجيه والارشاد معرض خير الانام للخطاط فريد العلي .
4,2,49,عرض الخطاط العلي لوحه تحتوي علي تصاميم لكلمه محمد
4,2,6, عليه 
4,2,37,افضل الصلاه والسلام من مجموعه محمديات
4,2,6, التي 
4,2,18,صممها الفنان تشكيل
4,2,7, والذي 
4,2,6,يتزامن
4,2,4, مع 
4,2,27,ذكري المولد النبوي الشريف .
4,3,92,وفي اليوم الثاني من المعرض اقام الفنان العلي ورشه فنيه خطيه لطلبه كليه العلوم الاجتماعيه قدم
4,3,6, فيها 
4,3,20,الفنان حلولا للمشاكل
4,3,6, التي 
4,3,64,تواجه الطلبه في طريقه تحسين الخط العربي وخاصه في الكتابه السريعه
4,3,5, كما 
4,3,47,عرض الحلول لكيفيه تصميم توقيع للطالب بما يتلاءم
4,3,4, مع 
4,3,14,تركيبه الاسم .
4,4,5,وايضا
4,4,5, قام 
4,4,101,العلي بتصميم العديد من الاسماء للطلبه والطالبات بطريقه فنيه ومشوقه وباسلوبه المميز في الخط التشكيلي .
4,5,3,هذا
4,5,5, وقد 
4,5,76,زار المعرض العديد من اعضاء هيئه التدريس بالجامعه وعدد كبير من طلبه الكليات .
4,6,37,ولقد لقي معرض الفنان صدي طيبا وبالاخص
4,6,8, من قبل 
4,6,86,دكاتره الجامعه الاجانب الذين شد انتباههم تصميم الاسم والحرف العربي لغه القران الكريم .
5,1,123,لفت نظري واستغرابي اعلانان كلاهما يتعلق طلب مرئيات العموم من هيئه الاتصالات وتقنيه المعلومات المنشور في جميع الصحف وملخصهما
5,1,4, ان 
5,1,6,الهيئه
5,1,8, من اجل 
5,1,33,الترخيص لمقدمي خدمه الهاتف الجوال
5,1,4, او 
5,1,28,الترخيص لمقدمي خدمه المعطيات
5,1,6, ولنا 
5,1,4,عوده
5,1,6, لهذه 
5,1,43,الكلمه تدعو الاطراف المعنيه لابداء مرئياتهم
5,1,7, ومنهم 
5,1,38,الراغبون بتقديم الخدمه والهيئات الاخري
5,1,5, ذات 
5,1,7,العلاقه
5,1,5, مثل 
5,1,147,الجهات الحكوميه والمنشات الصناعيه والتجاريه والهيئات الاكاديميه وموردي الاجهزه ومقدمي الخدمات واي طرف اخر من الجمهور له اهتمام بالامر ويشير الاعلان
5,1,5, الي 
5,1,18,وثيقه ينبغي الرجوع
5,1,7, اليها 
5,1,52,لابداء المرئيات موجوده في موقع الهيئه بشبكه الانترنت
5,1,6, التي 
5,1,57,تتضمن سؤالا تتعلق بترخيص المعطيات سؤالا تخص خدمه الجوال .
5,2,51,ومبعث الاستغراب هو اننا لم نتعود من الجهات الحكوميه
5,2,4, او 
5,2,5,غيرها
5,2,4, ان 
5,2,8,تطلب راي
5,2,4, او 
5,2,14,ملاحظات العموم
5,2,5, وهم 
5,2,7,الجمهور
5,2,4, او 
5,2,14,الشعب في مشروع
5,2,4, او 
5,2,19,برنامج قبل تنفيذه .
5,3,97,وهذا بظني اسلوب جديد له الكثير من الايجابيات ياتي في قمتها حصول الهيئه علي اكثر من استشاره مجانيه
5,3,5, وهي 
5,3,17,الملاحظات والاراء
5,3,6, التي 
5,3,3,ترد
5,3,7, من كل 
5,3,21,طرف متجاوب من الاطراف
5,3,5, ممن 
5,3,9,لهم مصلحه
5,3,4, او 
5,3,23,لهم علاقه بحكم الاختصاص
5,3,4, او 
5,3,19,ممن سيستعمل المشروع
5,3,4, او 
5,3,6,الخدمه
5,3,4, او 
5,3,40,متبرع بمرئياته من الجمهور ومما لا شك فيه
5,3,4, ان 
5,3,26,الهيئه ستقوم بدراسه وتمحيص
5,3,4, ما 
5,3,3,يرد
5,3,5, لها 
5,3,14,والاخذ بالصالح
5,3,6, منها 
5,3,142,مما سيمكنها من تلافي السلبيات وتعزيز الايجابيات ومنح التراخيص المعلن عنها للمستحقين والمؤهلين وبشروط عادله تخدم فوق كل اعتبار المصلحه العامه .
5,4,16,وتبقي ثلاثه امور
5,4,7, لا بد 
5,4,10,من الاشاره
5,4,7, اليها 
5,4,30,تخص اعلان هيئه الاتصالات اولها
5,4,4, ان 
5,4,112,المرئيات المطلوبه من العموم هي في اغلبها نواح فنيه يصعب علي الناس العاديين فهمها ناهيك عن ابداء الراي حيالها ومع
5,4,5, ذلك 
5,4,3,فان
5,4,6, هناك 
5,4,43,اصحاب الاختصاص وربما المصلحه من الناس الذين
5,4,7, لا بد 
5,4,22,ان يهمهم الامر وثانيها
5,4,4, ان 
5,4,69,الاعلان غير واضح من قراءته باللغه العربيه لاول وهله واكرر لاول وهله .
5,5,81,واخص بالذكر اعلان الهيئه الخاص بطلب مرئيات العموم عن ترخيص تقديم خدمات المعطيات .
5,6,25,وقد احترت في فهم المعطيات
5,6,5, حتي 
5,6,56,قراتها باللغه الانجليزيه فوجدت وانا لست بالمترجم المحترف
5,6,4, ان 
5,6,29,الترجمه الاقرب هي خدمات ارسال
5,6,4, او 
5,6,11,توصيل الحزم
5,6,4, او 
5,6,29,البيانات الرقميه وثالث الامور
5,6,4, ان 
5,6,12,الاعلان يشير
5,6,5, الي 
5,6,23,وثيقه خاصه ينبغي الرجوع
5,6,7, اليها 
5,6,17,لابداء المرئيات .
5,7,71,وهذه الوثيقه موجوده باللغه الانجليزيه فقط في موقع الهيئه بشبكه الانترنت
5,7,5, كما 
5,7,23,نص الاعلان وخلاصه القول
5,7,4, ان 
5,7,7,الاعلان
5,7,5, كان 
5,7,41,من الممكن كتابته باللغه العربيه بشكل افضل
5,7,7, واوضح 
5,7,1,.
5,8,3,ومع
5,8,5, ذلك 
5,8,32,فان لهيئه الاتصالات الفضل لكونها
5,8,4, او 
5,8,33,لجهه حكوميه تتبع اسلوبا ديمقراطيا
5,8,4, ان 
5,8,27,صح التعبير وذا شفافيه عاليه
5,8,7, سيكون 
5,8,120,له قطعا مصلحه وفائده لمجلس ادارتها في اتخاذ القرار المناسب عند استعراضه الخيارات المقدمه اليه من محصله الاراء المستلمه .
5,9,5,ويبقي
5,9,4, ان 
5,9,75,يتفاعل ويتجاوب اصحاب العلاقه من اختصاصيين ومستفيدين ومستهلكين بتقديم ارائهم
5,9,5, حتي 
5,9,14,تنجح التجربه .
5,10,36,ويبقي تساؤل للعموم ربما لا يوجد جواب
5,10,6, عليه 
5,10,7,وهو اما
5,10,5, كان 
5,10,9,من الممكن
5,10,4, ان 
5,10,54,تكون بعض المشروعات والبرامج المهمه افضل لو اتبع حيالها
5,10,5, مثل 
5,10,44,هذا الاسلوب في اخذ مرئيات العموم قبل تنفيذها
5,10,5, مثل 
5,10,78,مشروعات بعض المطارات والطرق ومثل برامج كمناهج التعليم والتدريب ومكافحه الفقر .
5,11,9,والاهم من
5,11,5, هذا 
5,11,36,وذاك نقترح علي مجلس الشوري قبل اقرار
5,11,4, اي 
5,11,40,نظام له تاثير علي شرائح كبيره من المجتمع
5,11,4, ان 
5,11,56,ينشره كمسوده ويدعو اصحاب العلاقه والعموم لابداء مرئياتهم
5,11,6, عليه 
5,11,26,للحصول علي استشارات مجانيه
5,11,4, قد 
5,11,39,يكون بعضها في غايه الفائده قبل اقراره .
5,12,9,فنظام مهم
5,12,5, مثل 
5,12,18,نظام السوق الماليه
5,12,4, مع 
5,12,21,التقدير للمديح الكثير
5,12,6, الذي 
5,12,4,تحصل
5,12,6, عليه 
5,12,15,حتي قبل اختباره
5,12,4, او 
5,12,10,تطبيقه اما
5,12,5, كان 
5,12,31,الافضل تلافي الكثير من السلبيات
5,12,6, التي 
5,12,22,قد تظهر عند التطبيق لو
5,12,4, تم 
5,12,11,نشره كمسوده
5,12,5, وتم 
5,12,34,اخذ مرئيات العموم من اصحاب العلاقه
5,12,7, ومنهم 
5,12,6,المئات
5,12,4, او 
5,12,28,الالاف من المتعاملين بالاسهم
5,12,5, ومن 
5,12,40,مرتادي غرف تداول الاسهم في فروع البنوك .
6,1,50,تحت عنوان ازياء مشعه قدم المصمم اللبناني بسيل سوده
6,1,5, هذا 
6,1,18,الشهر عرضه في روما
6,1,5, وهو 
6,1,12,العرض السابع
6,1,5, بعد 
6,1,61,عده عروض ناجحه اقامها في بيروت انتقد سوده هجره المصممين العرب
6,1,5, الي 
6,1,155,الدول الاوروبيه لتقديم عروضهم وطالب بتاسيس اسبوع عربي للموضه بمواصفات عالميه يقدم الابداعات العربيه ويعمل علي تطوير المهنه ونفي احتكار الرجل التصميم للمراه
6,1,7, مؤكدا 
6,1,38,ان قدره المراه علي التصميم للرجل واراء
6,1,6, اخري 
6,1,2,في
6,1,5, هذا 
6,1,8,الحوار .
6,2,3,كيف
6,2,5, كان 
6,2,32,عرضك الاخير في روما وما المجموعه
6,2,6, التي 
6,2,86,قدمتها؟ قدمت في عرض روما مجموعه من قطعه لموسم الصيف مستوحاه من فتره السبعينيات استخدمت
6,2,6, فيها 
6,2,7,الاقمشه
6,2,6, التي 
6,2,33,تستخدم عاده في ازياء الهوت كوتيور
6,2,5, مثل 
6,2,16,الموسلين والحرير
6,2,6, ولكن 
6,2,12,بطريقه جديده
6,2,4, مع 
6,2,28,استخدام الاكسسوار العرض اقيم
6,2,5, تحت 
6,2,60,عنوان ازياء مشعه وعلي المستوي العربي كانت الاصداء جيده جدا .
6,3,22,ما هي الالوان والاقمشه
6,3,6, التي 
6,3,61,تفضل استعمالها في تصاميمك؟ افضل عاده الوان الباستيل من الاصفر
6,3,5, الي 
6,3,35,البيتش سومو والتركواز والبيج والزهر
6,3,6, وهذه 
6,3,15,هي الوان الموضه
6,3,7, وهناك 
6,3,6,الاسود
6,3,6, الذي 
6,3,52,مازال محافظا علي رونقه والابيض كذلك اما القماش فيحدد
6,3,5, حسب 
6,3,66,موضه العام فالموضه تحتم عليك نوعيه قماش محدده وتضعك في اطار معين .
6,4,82,ما هي المعوقات لمجال تصميم الازياء في لبنان؟ المشكله في عدم وجود اسبوع سنوي للموضه
6,4,6, يقام 
6,4,85,في لبنان علي نطاق عالمي وهجره العقول المبدعه فالمصممون يتركون بلدهم ويعرضون في الخارج
6,4,10, والمفروض 
6,4,55,ان نقيم اسبوعا للموضه في العالم العربي بشكل عالمي فيحدث
6,4,10, من خلاله 
6,4,14,النقد والتطوير
6,4,5, كما 
6,4,37,يحدث في روما ولندن ونيويورك اليوم يجب
6,4,4, ان 
6,4,29,نعمل اليوم قبل الغد علي تاسيس
6,4,5, هذا 
6,4,82,الاسبوع ولبنان اكثر بلد عنده مقومات اقامه اسبوع موضه فلديه الايدي العامله والتقنيه
6,4,5, مما 
6,4,54,يمكنه من اقامه اسبوع للموضه يدرج علي المستوي العالمي .
6,5,38,لماذا ترتبط الموضه غالبا بارتفاع السعر
6,5,6, وكيف 
6,5,38,يمكن تحقيق معادله الاناقه للجميع؟ اكيد
6,5,4, ان 
6,5,17,الاناقه حق للجميع
6,5,6, ولكن 
6,5,40,الهوت كوتيور لا يمكن تقديمه للجميع تماما
6,5,5, مثل 
6,5,5,الشخص
6,5,6, الذي 
6,5,42,يشتري منزلا غاليا ويعد له الديكور الخاص به
6,5,6, ولكن 
6,5,37,عن طريق الفستان الجاهز والخياطين يمكن
6,5,4, ان 
6,5,25,نقدم تصميمات انيقه للجميع
6,5,6, ولكن 
6,5,20,الهوت كوتيور لا يمكن
6,5,4, ان 
6,5,11,يكون للجميع
6,5,7, لانها 
6,5,16,نوعيه من الازياء
6,5,5, يتم 
6,5,34,ارتداؤها في مناسبات معينه خاصه جدا
6,5,5, مثل 
6,5,61,الافراح والحفلات والمناسبات السعيده فله ميزات خاصه مكلفه ويجب
6,5,4, ان 
6,5,9,نحافظ علي
6,5,5, هذه 
6,5,9,الميزات .
6,6,90,لماذا يحتكر الرجل مهنه التصميم للمراه؟ في العالم توجد مصممات كثيرات نجحن في التصميم للمراه
6,6,6, ولكن 
6,6,21,في العالم العربي يندر
6,6,5, ذلك 
6,6,21,لظروف اجتماعيه مختلفه
6,6,6, ايضا 
6,6,40,المراه لو صممت تصميما جيدا بفطرتها ستقول
6,6,5, هذا 
6,6,116,التصميم لي ليس في الامر احتكار بالعكس نحن لا نرفض الفكره فالمراه قادره علي الابداع والرجوله لا تحتكر تصميم الازياء .
6,7,60,صممت احدي الشركات اليابانيه روبوت خاصا لعرض الازياء فهل تنجح
6,7,5, هذه 
6,7,9,الفكره؟ .
6,8,11,الموديل يجب
6,8,4, ان 
6,8,21,تعرضه امراه ولا اتصور
6,8,4, ان 
6,8,9,يتم بخلاف
6,8,5, ذلك 
6,8,8,فلا يمكن
6,8,4, ان 
6,8,23,اعرض تصميماتي علي روبوت
6,8,5, هذه 
6,8,43,تكنولوجيا ولا اتصور تطبيقها في الهوت كوتيور
6,8,6, هناك 
6,8,14,محاولات تمت من
6,8,5, هذا 
6,8,86,القبيل مثال عرض سينمائي اقيم في التسعينيات نفذه مصمم فرنسي اسمه هيري موجلير ونجح العرض
6,8,6, ولكن 
6,8,9,كان مكلفا
6,8,5, فقد 
6,8,15,كلف مليون دولار
6,8,7, وكانت 
6,8,37,محاوله في فتره تحول للعروض السينمائيه
6,8,7, وهناك 
6,8,7,محاولات
6,8,6, اخري 
6,8,41,سابقه تمت ولكنها كانت بمثابه رسائل وتنبيه
6,8,5, الي 
6,8,15,ان الانسان تحول
6,8,5, الي 
6,8,18,روبوت واننا ذاهبون
6,8,5, الي 
6,8,7,الميكنه
6,8,6, ولكن 
6,8,7,لا يمكن
6,8,4, ان 
6,8,16,نستعيض عن المراه
6,8,4, او 
6,8,14,الرجل بروبوت .
6,9,43,كيف تاتي فكره التصميم؟ احيانا يكون كالالهام
6,9,5, فقد 
6,9,9,ياتي فجاه
6,9,5, وقد 
6,9,4,يكون
6,9,7, نتيجه 
6,9,3,بحث
6,9,5, بعد 
6,9,101,ان تضع نفسك في جو معين من الموسيقي والسينما والنحت والرسم فهو انتاج فني متكامل تظهر معه اشياء من الجو
6,9,6, الذي 
6,9,8,تعيش فيه
6,9,4, او 
6,9,3,تحب
6,9,4, ان 
6,9,36,تكون فيه انها حاله كالحلم ترسم موديل
6,9,4, ثم 
6,9,5,تنفذه
6,9,4, او 
6,9,12,تنفذه مباشره
6,9,6, وذلك 
6,9,26,حسب الفكره وكيفيه تطورها .
6,10,105,ما رايك ببعض المصممين الذين تمردوا علي السمات الاساسيه لفستان الزفاف اللون الابيض؟ تطوير فستان الفرح ممكن
6,10,6, ولكن 
6,10,27,اللون الابيض اساسي فلا يمكن
6,10,4, ان 
6,10,10,نصممه اسود
6,10,4, او 
6,10,9,احمر يمكن
6,10,4, ان 
6,10,22,يكون لونه رماديا فاتحا
6,10,4, او 
6,10,4,ابيض
6,10,4, او 
6,10,5,ذهبيا
6,10,6, ولكن 
6,10,3,عدا
6,10,5, ذلك 
6,10,8,لا اعتقد
6,10,5, ومن 
6,10,21,الصعب وجود مصمم يتخطي
6,10,5, هذه 
6,10,16,الحدود واذا وجدت
6,10,5, هذه 
6,10,17,الالوان في العروض
6,10,5, فان 
6,10,21,من العرائس لا يرتدونه
6,10,6, ولكن 
6,10,11,هذا لا يمنع
6,10,4, ان 
6,10,12,يكون جميلا .
6,11,66,ما دور الاكسسوارات في تصاميمك؟ ركزت علي الاكسسوارات في بعض موديلات
6,11,5, هذه 
6,11,8,المجموعه
6,11,5, وفي 
6,11,48,المجموعه السابقه قدمت فساتين مصنوعه من الاكسسوار
6,11,6, ولكن 
6,11,14,بطريقتي الخاصه
6,11,7, وكانت 
6,11,50,مستوحاه من الجو الماسي وانا افضل مجوهرات الكريستال
6,11,5, وان 
6,11,38,يكون اللوك العام للاكسسوارات مجوهرات .
6,12,78,كيف يمكن الارتقاء بمهنه التصميم؟ علي الدول العربيه تشجيع المهنه لكي نتطور ونصل
6,12,5, الي 
6,12,109,المستوي العالمي كل دور الازياء مرتبطه لدينا باشخاص في الخارج دور الازياء كيانات كبيره المصمم ليس صاحبها وتوجد
6,12,6, فيها 
6,12,17,هيكليه في الاداره
6,12,6, وهذا 
6,12,94,قليل في العالم العربي واذا وجد لدينا سيساعد المصمم كثيرا علي التصميم بعيدا عن التسويق والاداره
6,12,5, ولم 
6,12,3,نصل
6,12,5, بعد 
6,12,3,الي
6,12,5, هذه 
6,12,9,المرحله .
6,13,15,في الوطن العربي
6,13,6, هناك 
6,13,26,معدل انفاق عال علي الازياء
6,13,6, ولكن 
6,13,53,لا يوجد تطور ومهنه الهوت كوتيور صناعه اخذه في التراجع
6,13,5, وفي 
6,13,35,اوروبا اصبحوا يستخدمونها في الاعلام
6,13,5, وفي 
6,13,22,تسويق اسمائهم لا يهمهم
6,13,4, ان 
6,13,6,يبيعوا
6,13,5, ومن 
6,13,6,خلالها
6,13,5, يتم 
6,13,10,تسويق مواد
6,13,6, اخري 
6,13,3,تحت
6,13,5, هذا 
6,13,44,الاسم فهم ينفقون ملايين الدولارات علي العروض
6,13,6, ولكن 
6,13,74,تحت اطار تسويقي واعلامي وعندنا يتهم المصممون العرب بان ليس لديهم ابداع اما
6,13,4, ان 
6,13,4,تبدع
6,13,4, او 
6,13,6,تبيع .
7,1,112,عمان الراي دعا معهد ثربانتس بعمان للمشاركه بمسابقه الرسم الاولي للاطفال المقيمين في الاردن والذين تتراوح اعمارهم
7,1,4, ما 
7,1,45,بين سنه وعنوان مسابقه الرسم هو عام الكيخوتي .
